Candidate_ID,Candidate_Gender,Candidate_Education_Level,Candidate_Work_Experience,Candidate_Skills,Job_Type,Job_Category,Required_Skills,Job_Description,Title,URL
1237,1,4,1,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Risk Management in Personal Finance,https://www.coursera.org/learn/risk-management-in-personal-finance?specialization=personal-finance-fundamentals
1238,0,4,4,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Fashion Retail Transformation,https://www.coursera.org/learn/fashion-retail-transformation?specialization=transforming-fashion-business
1239,1,4,9,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Leading Change in Health Informatics,https://www.coursera.org/learn/leading-change-health-informatics?specialization=health-informatics
1240,0,3,7,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Apache Spark (TM) SQL for Data Analysts,https://www.coursera.org/learn/apache-spark-sql-for-data-analysts?specialization=data-science-with-databricks-for-data-analysts
1241,0,2,7,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Financial Forecasting and Reporting,https://www.coursera.org/learn/financial-forecasting-and-reporting?specialization=finance-for-technical-managers
1242,1,2,5,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Oracle Database Platform,https://www.coursera.org/learn/oracle-database-platform?specialization=oracle-sql-databases
1243,0,3,9,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Building Resilient Streaming Analytics Systems on Google Cloud,https://www.coursera.org/learn/streaming-analytics-systems-gcp?specialization=gcp-data-machine-learning
1244,1,3,1,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Web3 and Blockchain Transformations in Global Supply Chains,https://www.coursera.org/learn/web3-and-blockchain-transformations-in-global-supply-chains?specialization=web3-blockchain-global-commerce
1245,0,3,0,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Inventory Management,https://www.coursera.org/learn/inventory-management?specialization=leverage-data-science-agile-supply-chain
1246,0,1,8,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Strategic Organization Design,https://www.coursera.org/learn/organization-design?specialization=competitive-strategy
1247,1,2,0,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Accounting for Business Decision Making: Measurement and Operational Decisions,https://www.coursera.org/learn/business-accounting?specialization=accounting-fundamentals
1248,1,2,4,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Principles of Computing (Part 1),https://www.coursera.org/learn/principles-of-computing-1?specialization=computer-fundamentals
1249,1,4,4,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Reinforcement Learning for Trading Strategies,https://www.coursera.org/learn/trading-strategies-reinforcement-learning?specialization=machine-learning-trading
1250,0,2,7,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Strategic Management,https://www.coursera.org/learn/strategic-management?specialization=strategic-management
1251,1,1,8,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Sustainable Consumption and Health,https://www.coursera.org/learn/sustainable-consumption-health?specialization=healthy-sustainable-foods-products
1252,0,2,6,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Engineering Design Process with Autodesk Fusion 360,https://www.coursera.org/learn/engineering-design-process-fusion-360?specialization=cad-design-digital-manufacturing
1253,1,3,3,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist","Photography Techniques: Light, Content, and Sharing",https://www.coursera.org/learn/photography-techniques?specialization=photography-basics
1254,1,4,0,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Algebra: Elementary to Advanced - Equations & Inequalities,https://www.coursera.org/learn/algebra-i?specialization=algebra-elementary-to-advanced
1255,0,3,5,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Introduction to Early Childhood,https://www.coursera.org/learn/teaching-early-home-based-childhood?specialization=home-based-child-care
1256,1,2,8,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Python Data Structures,https://www.coursera.org/learn/python-data?specialization=python
1257,1,2,9,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Construction Project Management,https://www.coursera.org/learn/construction-project-management?specialization=construction-management
1258,1,1,4,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Machine Learning Data Lifecycle in Production ,https://www.coursera.org/learn/machine-learning-data-lifecycle-in-production?specialization=machine-learning-engineering-for-production-mlops
1259,0,3,4,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Data Mining Project,https://www.coursera.org/learn/data-mining-project?specialization=data-mining
1260,0,4,2,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist","Smart Analytics, Machine Learning, and AI on GCP 日本語版",https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp-jp?specialization=gcp-data-machine-learning-jp
1261,1,1,0,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Business English: Making Presentations,https://www.coursera.org/learn/business-english-presentations?specialization=business-english
1262,0,4,9,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,High-Impact Business Writing,https://www.coursera.org/learn/business-writing?specialization=project-management-success
1263,1,4,1,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Introduction to Power Electronics,https://www.coursera.org/learn/power-electronics?specialization=power-electronics
1264,0,1,8,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Advanced Portfolio Construction and Analysis with Python,https://www.coursera.org/learn/advanced-portfolio-construction-python?specialization=investment-management-python-machine-learning
1265,1,2,5,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Mandarin Chinese 1: Chinese for Beginners,https://www.coursera.org/learn/mandarin-chinese-1?specialization=learn-mandarin
1266,1,1,9,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,What is Financial Accounting?,https://www.coursera.org/learn/financialaccounting?specialization=accounting
1267,0,1,4,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,Marketing Strategy Capstone Project,https://www.coursera.org/learn/marketing-project?specialization=marketing-strategy
1268,1,3,5,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Managing the Organization,https://www.coursera.org/learn/managing-organization?specialization=strategic-leadership
1269,1,3,7,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",IoT Cloud,https://www.coursera.org/learn/iot-cloud?specialization=uiuc-iot
1270,0,2,1,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist","Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues",https://www.coursera.org/learn/forecasting-budgeting-territories-evaluation?specialization=sales-operations
1271,1,3,8,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Hardware Description Languages for FPGA Design,https://www.coursera.org/learn/fpga-hardware-description-languages?specialization=fpga-design
1272,1,3,4,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Hardware Security,https://www.coursera.org/learn/hardware-security?specialization=cyber-security
1273,1,4,7,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Business English: Final Project,https://www.coursera.org/learn/english-for-business-project?specialization=english-for-business
1274,0,4,4,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Online teaching: Using Zoom to connect with learners ,https://www.coursera.org/learn/using-zoom-to-connect-with-learners?specialization=online-learning-design-educators
